Author,Comment,Published At,Likes
@WesWoychyshyn,Trudeau has lost touch with reality! Is he mentally competent to be the leader or a complete clown!🤡🤡🤡🤡,2024-10-17T21:12:15Z,0
@JaySR56789,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1512"">25:12</a> Apologies on behalf of Indians. But you’re to blame yourself. Until a few years ago, only the peace loving Indians, educated or not, went abroad for a better financial future, Canada is an exception. Your government knowingly imported criminals from India due to politics. No other country, I repeat, no other country on the planet has had any problems with Indian migration. Even the ones that never went to school, like the ones that have migrated to the Middle East mostly for labour jobs have never created any kind of any problem. Canadian government is solely responsible for the mess in their country.",2024-10-17T21:11:42Z,0
@leannechristianson5218,Wtf?!  Do NOT desecrate our national anthem!!!  Imagine we did that in ANY OTHER COUNTRY!!,2024-10-17T21:09:40Z,0
@Jan-hj8kt,Way you laugh you should be crying whit all Canadians even our children won’t be pay the damages of this incompetent liberal government,2024-10-17T21:09:11Z,0
@Stonesour1,Hopefully the Indians will rid of him,2024-10-17T21:06:29Z,1
@terrycarville5860,You will be the first asshole out the door,2024-10-17T21:02:23Z,0
@RajuRaj-if3oq,A day will come khalistani terrorist will demand Divide canada 50/ 50 between khalistani terrorist and indigenous canadian people.,2024-10-17T21:01:32Z,0
@terrycarville5860,This guy is sutch an kiss as to trudum,2024-10-17T21:00:44Z,0
@kenmartin861,What makes you think the coward is going to show up in parliament?,2024-10-17T20:58:33Z,0
@carrieselland2358,Thanks David for a great video,2024-10-17T20:55:07Z,0
@DirtyDog995,On Trudope... Trump was right again,2024-10-17T20:54:30Z,0
@curtiscole8213,"I agree with what the Indian media is saying except for the comment when the woman called Canada insignificant.  If it&#39;s so insignificant, why do so many(including her sister) move here? A little pissed off about that comment.",2024-10-17T20:54:11Z,0
@carrieselland2358,It’s actually a tourist cabin where you can watch wolves,2024-10-17T20:53:04Z,0
@carrieselland2358,Justing Trudeau said we had no culture,2024-10-17T20:51:01Z,0
@RajuRaj-if3oq,Trudeau is embarrassment for canada.<br>Don&#39;t forget khalistani terrorist had assisianiated former indian prime minister.<br>*Trudeau government giving safe heaven &amp; sponsoring to khalistani terrorist .<br>Shame shame.,2024-10-17T20:50:41Z,0
@carrieselland2358,WTH!,2024-10-17T20:49:51Z,0
@MouthoftheSouth-Backup,THERES A REASON WHY  THE TURD TRYING TO TOSS INDIA UNDER THE BUS  REMEMBER THE BILLIONS THAT WENT MISSING DURING COVID AND THE INDIAN CALL CENTERS  IF HE SHUTS DOWN INDIA THAT INVESTIGATION ENDS ??,2024-10-17T20:49:13Z,0
@nichson122,It bothers me that we the people are labeled with Trudeau. Can we separate this man from the individuals who love Canada and those around the world?,2024-10-17T20:48:03Z,5
@karen123,OMG this MP is totally off his rocker!,2024-10-17T20:47:57Z,0
@MouthoftheSouth-Backup,5 BLIND MEN LMFAO,2024-10-17T20:46:17Z,0
@carrieselland2358,I love the way they talk and how truthful it is,2024-10-17T20:45:44Z,43
@carrieselland2358,It looks like Trudeau is talking with an Indian accent,2024-10-17T20:41:10Z,0
@Sarando1,I have seen F18s fly over Calgary in the past. I don’t think there’s anything to that.,2024-10-17T20:40:13Z,0
@ActiveVeggieTours,Have at it Indian politician. Trudeau is here surrounded by his billion dollar security team. Help us Canadians please!!!!!!!,2024-10-17T20:37:56Z,0
@carrieselland2358,He’s not wrong 🤣🤣🤣🤣,2024-10-17T20:37:36Z,0
@rpmgrlca,"Come on, Asteroid!",2024-10-17T20:31:50Z,0
@ChandrashekharYadav,Love for Canadians specially for Trudeau for his international entertainment of people of india and Canada😂😂😂😂,2024-10-17T20:31:41Z,0
@marylouspeelman139,I love Indian news.  They say it as it is.,2024-10-17T20:29:40Z,309
@Mistylynn442,Not all Canadians can live in America if that was so then there would be no Canada,2024-10-17T20:29:02Z,1
@HoofHearted801,Sounds like Turdeau might have to resort to his special privilege under Witless Protection Plan (in both official languages plus Punjabi and Hindi). Bharat kills it!!!,2024-10-17T20:27:04Z,0
@Swolteam,Tbh man this really isn’t funny.,2024-10-17T20:26:02Z,0
@TheClaudio7078,Trudeau made it up  by having nhl canadian anthem sang in Punjabi,2024-10-17T20:24:01Z,0
@HamzaalAbbasi,"Canadians you played with fire, LOL",2024-10-17T20:21:56Z,0
@troycartwright9523,"Lol, I love the Indian news.",2024-10-17T20:21:45Z,0
@spaceman77777,The nose candy is a very egocentric drug. When you are high on it you can’t do no wrong.,2024-10-17T20:21:36Z,0
@arvindarvind7993,Trudeau is a comedian Canadian 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,2024-10-17T20:21:27Z,0
@HamzaalAbbasi,congrats canadians you are on live tv,2024-10-17T20:20:12Z,0
@sheilacooke6702,"People should have started booing. Canadians speak english our anthem is sung in english ...or french ,not punjabbi.ffs",2024-10-17T20:20:07Z,0
@preetshah1360,Wakeup Canada,2024-10-17T20:19:51Z,0
@abdablelow6031,So disrespectful of our Canadian national anthem,2024-10-17T20:19:17Z,2
@MacDabble6209,Trudeau is attacking India because they belong to B.R.I.C.S nations. Trudeau needs to go along with the rest of the W3F. Permanent g&#39;bye,2024-10-17T20:17:01Z,1
@vminifie837,That guy in the Quebec cabin  should stop feeding the wolves. They are not showing up because they think his place is cool. Quebec wild life management should definitely be looking into that.,2024-10-17T20:11:28Z,0
@Nukecore69,I agree about Trudeau. However India has no place saying Canada is insignificent. Canada is a great country. Do not blame Canada for what Trudeau says and does. Canadians do not support him.,2024-10-17T20:11:25Z,0
@rorykennedy6293,Vote NDP (New Dehli Party),2024-10-17T20:10:54Z,0
@Kevin-k9h8z,"I WOULDN&#39;T VOT TRUDEAU LIBERALS TO LICK MY BOOT,F OOFNO VALUE FOR CANADIANS CANADA 🇨🇦",2024-10-17T20:10:37Z,0
@Kevin-k9h8z,"DANGEROUS FOR  CANADIANS CANADA 🇨🇦, TREASON CHARGES ARE DO NOW ON THE SPOT",2024-10-17T20:07:31Z,1
@valeryhall4984,Avro don&#39;t even speak English proper .. don&#39;t understand,2024-10-17T20:06:56Z,1
@doug6784,The CTV talking head should have told the DEI to go back and tell Miss Information to call an election.,2024-10-17T20:05:45Z,0
@margritneuenhagen795,Blame the businesses they don’t want to pay Canadians a decent wage.,2024-10-17T20:01:58Z,1
@Mistylynn442,"Yeah, cost of food went up because when I went shopping, it was up again and gas went up again.",2024-10-17T20:01:53Z,1
@georgeblanchard5278,Indians are after you Justin Tampons better run and hide like you usually do,2024-10-17T20:01:48Z,1
@sabrinafraser7454,This guy sounds like Freeland,2024-10-17T20:00:06Z,0
@tammyrobinson5249,We have been planning our escape. This is no longer a democratic country under this fool Trudeau. This country has been destroyed under these corrupted liberals.,2024-10-17T19:59:08Z,1
@nintendo8127,"I am usually not a fan of Indian media (I will never forgive them after the 26/11 attacks), but the one thing I can give them credit for is that they don’t close their comments.<br><br>Trudeau attacked Indian media for how they talked about Canada. Yeah, like Canadian media was fair on India when it came to Ram Mandir and other events.",2024-10-17T19:58:59Z,1
@colintraveller,Funniest  sketch i&#39;ve ever seen,2024-10-17T19:58:35Z,0
@sabrinafraser7454,Are you kidding me you h😊ave lost it as well Trudeau has done nothing for Canadians,2024-10-17T19:58:20Z,1
@margritneuenhagen795,India must know what they are talking about.,2024-10-17T19:55:28Z,0
@willyfindlay5799,ah speaking to empty building nobody there trud aint popular,2024-10-17T19:54:23Z,0
@Ніл87,If our country is so “insignificant” please take all your people away,2024-10-17T19:54:18Z,3
@Kevin-k9h8z,"DANGEROUS FOR  CANADIANS CANADA 🇨🇦, TREASON CHARGES ARE DO NOW ON THE SPOT",2024-10-17T19:52:50Z,0
@rorykennedy6293,Loving this channel 🥰👍,2024-10-17T19:52:04Z,0
@Kevin-k9h8z,"TRUDEAU FRINGE LIBERALS CLOSEST QUEENS RANDY RANDY RANDY,MY CLOSEST QUEENS IS JEFFREY LOL HEHEEE BELIEVE ME DON&#39;T YA LOL HEHEEE LIBERALS FRINGE SCAMS CANADA 🇨🇦!",2024-10-17T19:51:13Z,0
@nikhiluuu8116,i thougth only usa use to make funny of canada  <br>thanks to Justin Trudeau<br><br>🃏🗺,2024-10-17T19:50:35Z,2
@naughtyponyracing,"What an idiot,  people forget, trudeau legalized  beasteality second day in office, so its true  hes a real dog phucker",2024-10-17T19:49:42Z,1
@deeptobhattacharyya3249,"Looking at the Indian origin liberal, i can say, Canadians dont vote for Indian origin liberals and Im Indian, so you cant label me as racist",2024-10-17T19:49:41Z,1
@margritneuenhagen795,"This Liberal is totally crazy, get him off YouTube.  He does not know what he is talking about . Keep licking Trudeaus  boots !",2024-10-17T19:43:40Z,0
@SandyLindsay-x7f,"The Indians have it right. Trudeau is exactly what they say. He&#39;s got the whole Liberal Party down to a tee. All liars, and self serving liberals.",2024-10-17T19:42:02Z,0
@tammyrobinson5249,Wanna bet this Trudeau boot licker is looking for a cabinet position now that 4 of the liberal minister rats have jumped ship. <br>This guy is delusional. Just like his boss Trudy,2024-10-17T19:41:26Z,0
@tammyrobinson5249,Wanna bet this Trudeau boot licker is looking for a cabinet position now that 4 of the liberal minister rats have jumped ship. <br>This guy is delusional. Just like his boss Trudy,2024-10-17T19:41:06Z,0
@markmaloney3140,"Oh oh jeety very bad, very bad, very bad!!!!! Easy there Baboo!!!!😂😂",2024-10-17T19:40:44Z,0
@ronsmith4325,The Indian media speaks the truth,2024-10-17T19:39:48Z,0
@margritneuenhagen795,"Trudeau has to come out and confess,  this guy is nuts , what else can we think about him . 😊",2024-10-17T19:38:57Z,0
@SandyLindsay-x7f,This guy is perfectly right. Trudeau is out only for himself.,2024-10-17T19:38:54Z,1
@tubbs6221,I am not interested in listening to an immigrant of a foreign culture tell us how Canadians feel.,2024-10-17T19:38:27Z,2
@christinedixon7376,"Instead of running away from canada why are people not getting rid of what is ruining this country???  I&#39;m shocked that people just sit back, and let it all happen!!",2024-10-17T19:38:15Z,0
@technaik258,"hey &quot;Canucks&quot; enjoy what your country has to offer while it last. trust me it will not last for long. There is one word, KARM (some ignorant fools pronounce it as Karma)",2024-10-17T19:37:54Z,0
@margritneuenhagen795,"Yes, Canadians agree with this man !",2024-10-17T19:36:47Z,0
@chrisvanbommel5202,I don&#39;t understand how someone who was not BORN in Canada is allowed to be an MP......,2024-10-17T19:36:08Z,3
@christinedixon7376,"Ya i agree.  That should never be allowed.  Our national anthem should never ever be changed!!<br>He has sold out everything to do with the country i wad born, and raised.  I&#39;m so sickened.",2024-10-17T19:35:25Z,0
@samgabriel2360,😂😂😂 proof that Canada is already taken over by Punjabi / khalistani 😂😂😂😂😂😂😂😂😂,2024-10-17T19:34:39Z,0
@chitchatter-ib4fl,Jugmeet got trudeau by his baa11$,2024-10-17T19:34:03Z,0
@Nukecore69,Another liberal with blinders on. Go figure. lol,2024-10-17T19:32:59Z,0
@tammyrobinson5249,I could listen to them bash Trudeau all day long. He says what we have all been thinking and saying for years. Bravo India for exposing the fools in leadership in Canada.,2024-10-17T19:32:21Z,96
@trmn348,"If Quebec decides to separate, it will use Canadian Tire money as its currency.",2024-10-17T19:32:15Z,0
@karinturkington2455,"His opinion is in direct contrast with most Canadians.  Trudeau did not manage the pandemic.  Mandates left people unemployed who were quite capable of and wanted to work but were not allowed to.  Hence, bring in more compliant populations from other countries who will do as their told by this control freak Trudeau, and now we have unemployed capable workers, a lack of housing due to immigration, etc.  There is so much more this PM has done to destroy Canada and the livelihoods of Canadians.",2024-10-17T19:24:39Z,0
@joefive9,Arya &#39;s real name or another one on that secret list ? the truth now is that libs  are all crooks,2024-10-17T19:23:22Z,0
@trmn348,Inflation only ever happens when Governments print vast amounts of money,2024-10-17T19:22:46Z,0
@thomassouliere7613,"The cabin surrounded by wolves is actually an enclosed wildlife park called Parc Omega in Montebello, Québec where people rent cabins for exactly that reason: being surrounded by wolves.",2024-10-17T19:21:13Z,0
@Rannvijays,"Punjab is a very small state in India and Sikhs make up around 2.5% of the India population. Sadly, when many Canadians talk bad about India, even though I am aware that they are talking bad about Khalistanis, I still feel bad because they think all Indians are like these Khalistanis. I want to clarify that we hate these Khalistanis, Canada can take rest of them as well.",2024-10-17T19:19:35Z,1
@minnowes,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=373"">6:13</a> <br>I disagree. Far from being the dumbest Liberal he&#39;s the only one who has the right idea in order to save the party. You don&#39;t air your dirty laundry if you have any intelligence at all. Now I&#39;m not a fan of the party now however I did vote for them many many years ago and they should be better.",2024-10-17T19:16:24Z,0
